x,y
0.0,2.4980945625711226
0.05025125628140704,0.5973462805078005
0.10050251256281408,1.5821530717799503
0.15075376884422112,2.0925772399645513
0.20100502512562815,2.8917596575718374
0.2512562814070352,0.9847592177688035
0.30150753768844224,0.985122606644504
0.35175879396984927,0.6417365339796457
0.4020100502512563,4.040319721350754
0.45226130653266333,3.2889950512457142
0.5025125628140704,1.9628237313160974
0.5527638190954774,4.0369667893180115
0.6030150753768845,2.1041667563881115
0.6532663316582915,3.030943134750112
0.7035175879396985,2.4172070776021175
0.7537688442211056,2.905343140192682
0.8040201005025126,2.899801643538572
0.8542713567839196,2.2835573401911895
0.9045226130653267,3.9015437642160062
0.9547738693467337,3.625500156377368
1.0050251256281408,4.037744844757761
1.0552763819095479,3.430779949318442
1.105527638190955,2.3044853946047756
1.155778894472362,5.020943855502426
1.206030150753769,3.149504067940112
1.256281407035176,3.8766298426387666
1.306532663316583,4.248446685455435
1.35678391959799,4.070989555413599
1.407035175879397,4.729487372989069
1.4572864321608041,4.987950786638106
1.5075376884422111,3.7902418738371737
1.5577889447236182,5.741045231402883
1.6080402010050252,3.949176847848785
1.6582914572864322,4.6533319634536525
1.7085427135678393,4.0294072435314465
1.7587939698492463,3.844114417047702
1.8090452261306533,5.662281541052171
1.8592964824120604,7.840489862250164
1.9095477386934674,4.457335589066617
1.9597989949748744,6.134919564627827
2.0100502512562817,4.694189189812369
2.0603015075376887,5.110118038219373
2.1105527638190957,6.978689299869863
2.1608040201005028,4.248072755125699
2.21105527638191,4.083951484140696
2.261306532663317,5.435414416563485
2.311557788944724,6.286771605827122
2.361809045226131,6.187284662133144
2.412060301507538,6.184799778708072
2.462311557788945,5.958755097089468
2.512562814070352,6.8116656551246235
2.562814070351759,3.211955698658546
2.613065326633166,5.4753253481785915
2.663316582914573,6.233020756545698
2.71356783919598,7.1316704774944695
2.763819095477387,8.01740333102334
2.814070351758794,5.743040995350448
2.864321608040201,8.185721841616969
2.9145728643216082,6.3765840594418535
2.9648241206030153,6.799738458225344
3.0150753768844223,7.611583272566458
3.0653266331658293,6.9274171870248855
3.1155778894472363,8.34127338556079
3.1658291457286434,6.927054146344143
